Date,Material,Price,Unit,Source
2021-12-01,Polysilicon,42.0,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-01-01,Polysilicon,38.0,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-02-01,Polysilicon,36.83,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-03-01,Polysilicon,35.65,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-04-01,Polysilicon,34.48,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-05-01,Polysilicon,33.3,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-06-01,Polysilicon,32.13,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-07-01,Polysilicon,30.96,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-08-01,Polysilicon,29.78,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-09-01,Polysilicon,28.61,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-10-01,Polysilicon,27.43,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-11-01,Polysilicon,26.26,USD/KG,PVInsights/Bloomberg Trend Proxy
2022-12-01,Polysilicon,25.09,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-01-01,Polysilicon,23.91,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-02-01,Polysilicon,22.74,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-03-01,Polysilicon,21.57,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-04-01,Polysilicon,20.39,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-05-01,Polysilicon,19.22,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-06-01,Polysilicon,18.04,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-07-01,Polysilicon,16.87,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-08-01,Polysilicon,15.7,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-09-01,Polysilicon,14.52,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-10-01,Polysilicon,13.35,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-11-01,Polysilicon,12.17,USD/KG,PVInsights/Bloomberg Trend Proxy
2023-12-01,Polysilicon,11.0,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-01-01,Polysilicon,10.0,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-02-01,Polysilicon,9.96,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-03-01,Polysilicon,9.91,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-04-01,Polysilicon,9.87,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-05-01,Polysilicon,9.83,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-06-01,Polysilicon,9.78,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-07-01,Polysilicon,9.74,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-08-01,Polysilicon,9.7,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-09-01,Polysilicon,9.65,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-10-01,Polysilicon,9.61,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-11-01,Polysilicon,9.57,USD/KG,PVInsights/Bloomberg Trend Proxy
2024-12-01,Polysilicon,9.52,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-01-01,Polysilicon,9.48,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-02-01,Polysilicon,9.43,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-03-01,Polysilicon,9.39,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-04-01,Polysilicon,9.35,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-05-01,Polysilicon,9.3,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-06-01,Polysilicon,9.26,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-07-01,Polysilicon,9.22,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-08-01,Polysilicon,9.17,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-09-01,Polysilicon,9.13,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-10-01,Polysilicon,9.09,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-11-01,Polysilicon,9.04,USD/KG,PVInsights/Bloomberg Trend Proxy
2025-12-01,Polysilicon,9.0,USD/KG,PVInsights/Bloomberg Trend Proxy
